id,clinic_id,staff_id,reservation_type_id,created_at
537,2,22,29,2026-07-06 14:59:40.511971+09
538,2,22,30,2026-07-06 14:59:40.511971+09
539,2,22,31,2026-07-06 14:59:40.511971+09
540,2,22,32,2026-07-06 14:59:40.511971+09
541,2,22,33,2026-07-06 14:59:40.511971+09
542,2,22,34,2026-07-06 14:59:40.511971+09
543,2,22,35,2026-07-06 14:59:40.511971+09
544,2,22,36,2026-07-06 14:59:40.511971+09
545,2,22,37,2026-07-06 14:59:40.511971+09
546,2,22,38,2026-07-06 14:59:40.511971+09
547,2,22,39,2026-07-06 14:59:40.511971+09
548,2,22,40,2026-07-06 14:59:40.511971+09
549,2,22,41,2026-07-06 14:59:40.511971+09
550,2,22,42,2026-07-06 14:59:40.511971+09
551,2,22,43,2026-07-06 14:59:40.511971+09
552,2,22,44,2026-07-06 14:59:40.511971+09
553,2,23,26,2026-07-06 14:59:40.511971+09
554,2,23,27,2026-07-06 14:59:40.511971+09
555,2,23,28,2026-07-06 14:59:40.511971+09
556,2,23,29,2026-07-06 14:59:40.511971+09
557,2,23,30,2026-07-06 14:59:40.511971+09
558,2,23,31,2026-07-06 14:59:40.511971+09
559,2,23,32,2026-07-06 14:59:40.511971+09
560,2,23,33,2026-07-06 14:59:40.511971+09
561,2,23,34,2026-07-06 14:59:40.511971+09
562,2,23,35,2026-07-06 14:59:40.511971+09
563,2,23,36,2026-07-06 14:59:40.511971+09
564,2,23,37,2026-07-06 14:59:40.511971+09
565,2,23,38,2026-07-06 14:59:40.511971+09
566,2,23,39,2026-07-06 14:59:40.511971+09
567,2,23,40,2026-07-06 14:59:40.511971+09
568,2,23,41,2026-07-06 14:59:40.511971+09
569,2,23,42,2026-07-06 14:59:40.511971+09
570,2,23,43,2026-07-06 14:59:40.511971+09
571,2,23,44,2026-07-06 14:59:40.511971+09
572,2,24,26,2026-07-06 14:59:40.511971+09
573,2,24,27,2026-07-06 14:59:40.511971+09
574,2,24,28,2026-07-06 14:59:40.511971+09
575,2,24,29,2026-07-06 14:59:40.511971+09
576,2,24,30,2026-07-06 14:59:40.511971+09
577,2,24,31,2026-07-06 14:59:40.511971+09
578,2,24,32,2026-07-06 14:59:40.511971+09
579,2,24,33,2026-07-06 14:59:40.511971+09
580,2,24,34,2026-07-06 14:59:40.511971+09
581,2,24,35,2026-07-06 14:59:40.511971+09
582,2,24,36,2026-07-06 14:59:40.511971+09
583,2,24,37,2026-07-06 14:59:40.511971+09
584,2,24,38,2026-07-06 14:59:40.511971+09
585,2,24,39,2026-07-06 14:59:40.511971+09
586,2,24,40,2026-07-06 14:59:40.511971+09
587,2,24,41,2026-07-06 14:59:40.511971+09
588,2,24,42,2026-07-06 14:59:40.511971+09
589,2,24,43,2026-07-06 14:59:40.511971+09
590,2,24,44,2026-07-06 14:59:40.511971+09
591,2,25,26,2026-07-06 14:59:40.511971+09
592,2,25,27,2026-07-06 14:59:40.511971+09
593,2,25,28,2026-07-06 14:59:40.511971+09
594,2,25,29,2026-07-06 14:59:40.511971+09
595,2,25,30,2026-07-06 14:59:40.511971+09
596,2,25,31,2026-07-06 14:59:40.511971+09
597,2,25,32,2026-07-06 14:59:40.511971+09
598,2,25,33,2026-07-06 14:59:40.511971+09
599,2,25,34,2026-07-06 14:59:40.511971+09
600,2,25,35,2026-07-06 14:59:40.511971+09
601,2,25,36,2026-07-06 14:59:40.511971+09
602,2,25,37,2026-07-06 14:59:40.511971+09
603,2,25,38,2026-07-06 14:59:40.511971+09
604,2,25,39,2026-07-06 14:59:40.511971+09
605,2,25,40,2026-07-06 14:59:40.511971+09
606,2,25,41,2026-07-06 14:59:40.511971+09
607,2,25,42,2026-07-06 14:59:40.511971+09
608,2,25,43,2026-07-06 14:59:40.511971+09
609,2,25,44,2026-07-06 14:59:40.511971+09
610,2,34,26,2026-07-06 14:59:40.511971+09
611,2,34,27,2026-07-06 14:59:40.511971+09
612,2,34,28,2026-07-06 14:59:40.511971+09
613,2,34,29,2026-07-06 14:59:40.511971+09
614,2,34,30,2026-07-06 14:59:40.511971+09
615,2,34,31,2026-07-06 14:59:40.511971+09
616,2,34,32,2026-07-06 14:59:40.511971+09
617,2,34,33,2026-07-06 14:59:40.511971+09
618,2,34,34,2026-07-06 14:59:40.511971+09
619,2,34,35,2026-07-06 14:59:40.511971+09
620,2,34,36,2026-07-06 14:59:40.511971+09
621,2,34,37,2026-07-06 14:59:40.511971+09
622,2,34,38,2026-07-06 14:59:40.511971+09
623,2,34,39,2026-07-06 14:59:40.511971+09
624,2,34,40,2026-07-06 14:59:40.511971+09
625,2,34,41,2026-07-06 14:59:40.511971+09
626,2,34,42,2026-07-06 14:59:40.511971+09
627,2,34,43,2026-07-06 14:59:40.511971+09
628,2,34,44,2026-07-06 14:59:40.511971+09
629,3,4,45,2026-07-06 14:59:40.511971+09
630,3,4,46,2026-07-06 14:59:40.511971+09
631,3,4,47,2026-07-06 14:59:40.511971+09
632,3,4,48,2026-07-06 14:59:40.511971+09
633,3,4,49,2026-07-06 14:59:40.511971+09
634,3,4,50,2026-07-06 14:59:40.511971+09
635,3,4,51,2026-07-06 14:59:40.511971+09
636,3,4,52,2026-07-06 14:59:40.511971+09
637,3,4,53,2026-07-06 14:59:40.511971+09
638,3,4,54,2026-07-06 14:59:40.511971+09
639,3,4,55,2026-07-06 14:59:40.511971+09
640,3,4,56,2026-07-06 14:59:40.511971+09
641,3,4,57,2026-07-06 14:59:40.511971+09
642,3,4,58,2026-07-06 14:59:40.511971+09
643,3,26,45,2026-07-06 14:59:40.511971+09
644,3,26,46,2026-07-06 14:59:40.511971+09
645,3,26,47,2026-07-06 14:59:40.511971+09
646,3,26,48,2026-07-06 14:59:40.511971+09
647,3,26,49,2026-07-06 14:59:40.511971+09
648,3,26,50,2026-07-06 14:59:40.511971+09
649,3,26,51,2026-07-06 14:59:40.511971+09
650,3,26,52,2026-07-06 14:59:40.511971+09
651,3,26,53,2026-07-06 14:59:40.511971+09
652,3,26,54,2026-07-06 14:59:40.511971+09
653,3,26,55,2026-07-06 14:59:40.511971+09
654,3,26,56,2026-07-06 14:59:40.511971+09
655,3,26,57,2026-07-06 14:59:40.511971+09
656,3,26,58,2026-07-06 14:59:40.511971+09
657,3,27,45,2026-07-06 14:59:40.511971+09
658,3,27,46,2026-07-06 14:59:40.511971+09
659,3,27,47,2026-07-06 14:59:40.511971+09
660,3,27,48,2026-07-06 14:59:40.511971+09
661,3,27,49,2026-07-06 14:59:40.511971+09
662,3,27,50,2026-07-06 14:59:40.511971+09
663,3,27,51,2026-07-06 14:59:40.511971+09
664,3,27,52,2026-07-06 14:59:40.511971+09
665,3,27,53,2026-07-06 14:59:40.511971+09
666,3,27,54,2026-07-06 14:59:40.511971+09
667,3,27,55,2026-07-06 14:59:40.511971+09
668,3,27,56,2026-07-06 14:59:40.511971+09
669,3,27,57,2026-07-06 14:59:40.511971+09
670,3,27,58,2026-07-06 14:59:40.511971+09
671,3,28,45,2026-07-06 14:59:40.511971+09
672,3,28,46,2026-07-06 14:59:40.511971+09
673,3,28,47,2026-07-06 14:59:40.511971+09
674,3,28,48,2026-07-06 14:59:40.511971+09
675,3,28,49,2026-07-06 14:59:40.511971+09
676,3,28,50,2026-07-06 14:59:40.511971+09
677,3,28,51,2026-07-06 14:59:40.511971+09
678,3,28,52,2026-07-06 14:59:40.511971+09
679,3,28,53,2026-07-06 14:59:40.511971+09
680,3,28,54,2026-07-06 14:59:40.511971+09
681,3,28,55,2026-07-06 14:59:40.511971+09
682,3,28,56,2026-07-06 14:59:40.511971+09
683,3,28,57,2026-07-06 14:59:40.511971+09
684,3,28,58,2026-07-06 14:59:40.511971+09
685,3,29,45,2026-07-06 14:59:40.511971+09
686,3,29,46,2026-07-06 14:59:40.511971+09
687,3,29,47,2026-07-06 14:59:40.511971+09
688,3,29,48,2026-07-06 14:59:40.511971+09
689,3,29,49,2026-07-06 14:59:40.511971+09
690,3,29,50,2026-07-06 14:59:40.511971+09
691,3,29,51,2026-07-06 14:59:40.511971+09
692,3,29,52,2026-07-06 14:59:40.511971+09
693,3,29,53,2026-07-06 14:59:40.511971+09
694,3,29,54,2026-07-06 14:59:40.511971+09
695,3,29,55,2026-07-06 14:59:40.511971+09
696,3,29,56,2026-07-06 14:59:40.511971+09
697,3,29,57,2026-07-06 14:59:40.511971+09
698,3,29,58,2026-07-06 14:59:40.511971+09
699,3,30,45,2026-07-06 14:59:40.511971+09
700,3,30,46,2026-07-06 14:59:40.511971+09
701,3,30,47,2026-07-06 14:59:40.511971+09
702,3,30,48,2026-07-06 14:59:40.511971+09
703,3,30,49,2026-07-06 14:59:40.511971+09
704,3,30,50,2026-07-06 14:59:40.511971+09
705,3,30,51,2026-07-06 14:59:40.511971+09
706,3,30,52,2026-07-06 14:59:40.511971+09
707,3,30,53,2026-07-06 14:59:40.511971+09
708,3,30,54,2026-07-06 14:59:40.511971+09
709,3,30,55,2026-07-06 14:59:40.511971+09
710,3,30,56,2026-07-06 14:59:40.511971+09
711,3,30,57,2026-07-06 14:59:40.511971+09
712,3,30,58,2026-07-06 14:59:40.511971+09
713,3,31,45,2026-07-06 14:59:40.511971+09
714,3,31,46,2026-07-06 14:59:40.511971+09
715,3,31,47,2026-07-06 14:59:40.511971+09
716,3,31,48,2026-07-06 14:59:40.511971+09
717,3,31,49,2026-07-06 14:59:40.511971+09
718,3,31,50,2026-07-06 14:59:40.511971+09
719,3,31,51,2026-07-06 14:59:40.511971+09
720,3,31,52,2026-07-06 14:59:40.511971+09
721,3,31,53,2026-07-06 14:59:40.511971+09
722,3,31,54,2026-07-06 14:59:40.511971+09
723,3,31,55,2026-07-06 14:59:40.511971+09
724,3,31,56,2026-07-06 14:59:40.511971+09
725,3,31,57,2026-07-06 14:59:40.511971+09
726,3,31,58,2026-07-06 14:59:40.511971+09
727,3,32,45,2026-07-06 14:59:40.511971+09
728,3,32,46,2026-07-06 14:59:40.511971+09
729,3,32,47,2026-07-06 14:59:40.511971+09
730,3,32,48,2026-07-06 14:59:40.511971+09
731,3,32,49,2026-07-06 14:59:40.511971+09
732,3,32,50,2026-07-06 14:59:40.511971+09
733,3,32,51,2026-07-06 14:59:40.511971+09
734,3,32,52,2026-07-06 14:59:40.511971+09
735,3,32,53,2026-07-06 14:59:40.511971+09
736,3,32,54,2026-07-06 14:59:40.511971+09
737,3,32,55,2026-07-06 14:59:40.511971+09
738,3,32,56,2026-07-06 14:59:40.511971+09
739,3,32,57,2026-07-06 14:59:40.511971+09
740,3,32,58,2026-07-06 14:59:40.511971+09
741,3,35,45,2026-07-06 14:59:40.511971+09
742,3,35,46,2026-07-06 14:59:40.511971+09
743,3,35,47,2026-07-06 14:59:40.511971+09
744,3,35,48,2026-07-06 14:59:40.511971+09
745,3,35,49,2026-07-06 14:59:40.511971+09
746,3,35,50,2026-07-06 14:59:40.511971+09
747,3,35,51,2026-07-06 14:59:40.511971+09
748,3,35,52,2026-07-06 14:59:40.511971+09
749,3,35,53,2026-07-06 14:59:40.511971+09
750,3,35,54,2026-07-06 14:59:40.511971+09
751,3,35,55,2026-07-06 14:59:40.511971+09
752,3,35,56,2026-07-06 14:59:40.511971+09
753,3,35,57,2026-07-06 14:59:40.511971+09
754,3,35,58,2026-07-06 14:59:40.511971+09
